	Microbiome	Metabolite	Correlation	P_value	Site
606	Gut_Fusicatenibacter	"LysoPE(0:0/22:5(4Z,7Z,10Z,13Z,16Z))"	-0.312713602	0.005623238	Gut
607	Gut_Lacrimispora	"LysoPE(0:0/22:5(4Z,7Z,10Z,13Z,16Z))"	0.30598349	0.006803408	Gut
247	Gut_Akkermansia	"LysoPE(0:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"	0.368973132	0.000959616	Gut
248	Gut_Desulfovibrio	"LysoPE(0:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"	0.312360747	0.005680293	Gut
249	Gut_Slackia	"LysoPE(0:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"	0.340438117	0.002449456	Gut
250	Gut_Unclassified_Peptococcaceae_1	"LysoPE(0:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"	-0.303501127	0.007290846	Gut
2474	Nasal_Altererythrobacter	"LysoPE(0:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"	0.317010818	0.003302313	Nasal
594	Gut_Anaerobutyricum	LysoPE(P-16:0/0:0)	-0.319627741	0.004602929	Gut
1073	Gut_Staphylococcus	Malic acid	0.300701277	0.007877234	Gut
1074	Gut_Akkermansia	Malic acid	0.307245386	0.006566803	Gut
1075	Gut_Phascolarctobacterium	Malic acid	0.306693307	0.006669411	Gut
1076	Gut_Anaeromassilibacillus	Malic acid	0.308717598	0.006299952	Gut
1077	Gut_Raoultibacter	Malic acid	0.322072664	0.004283592	Gut
1125	Gut_Akkermansia	Malic acid	0.360192439	0.001292168	Gut
1126	Gut_Phascolarctobacterium	Malic acid	0.349229718	0.001851985	Gut
1646	Oral_Faecalibacterium	Malic acid	0.307564528	0.004191548	Oral
1647	Oral_Scardovia	Malic acid	0.318265764	0.002993381	Oral
2251	Skin_Unclassified_Candidatus_Saccharibacteria	Malic acid	-0.315520907	0.003460783	Skin
2892	Nasal_Corynebacterium	Malic acid	0.355573555	0.000902646	Nasal
1155	Gut_Phascolarctobacterium	Malonic acid	0.347494611	0.001958291	Gut
2267	Skin_Herbaspirillum	Malonic acid	-0.31805204	0.003195451	Skin
907	Gut_Dysosmobacter	Malonylcarnitine	0.309848047	0.006101586	Gut
908	Gut_Odoribacter	Malonylcarnitine	0.347678637	0.001946762	Gut
909	Gut_Beduinibacterium	Malonylcarnitine	0.309821757	0.006106136	Gut
1598	Oral_Anaeroglobus	Malonylcarnitine	0.344754469	0.001233221	Oral
2179	Skin_Dermabacter	Malonylcarnitine	-0.304010854	0.004932235	Skin
478	Gut_Subdoligranulum	Mefenamic acid	-0.302250381	0.007547878	Gut
1419	Oral_Aggregatibacter	Mefenamic acid	0.339222201	0.00149374	Oral
1840	Skin_Lautropia	Mefenamic acid	0.303715703	0.004976355	Skin
770	Gut_Holdemania	Methionine	-0.353199432	0.001628049	Gut
835	Gut_Faecalibacterium	Methionine sulfone	-0.302092644	0.007580853	Gut
836	Gut_Sutterella	Methionine sulfone	0.357329232	0.001421274	Gut
837	Gut_Parasutterella	Methionine sulfone	-0.374231032	0.000799782	Gut
2742	Nasal_Eubacterium	Methionine sulfone	0.391377861	0.000232062	Nasal
787	Gut_Agathobaculum	Methomyl	-0.349440034	0.001839459	Gut
788	Gut_Haemophilus	Methomyl	-0.359971344	0.001301746	Gut
789	Gut_Unclassified_Candidatus_Saccharibacteria	Methomyl	-0.301198801	0.007770107	Gut
790	Gut_Coprobacillus	Methomyl	-0.304631583	0.007065187	Gut
2076	Skin_Unclassified_Lachnospiraceae	Methomyl	-0.300901083	0.005415009	Skin
2077	Skin_Ruminococcus	Methomyl	-0.383043348	0.000322856	Skin
2078	Skin_Faecalibacterium	Methomyl	-0.349478587	0.001120331	Skin
2079	Skin_Roseburia	Methomyl	-0.35183104	0.00103122	Skin
2080	Skin_Ruminococcus2	Methomyl	-0.338021039	0.001662535	Skin
2081	Skin_Dorea	Methomyl	-0.363757859	0.000670779	Skin
2082	Skin_Phascolarctobacterium	Methomyl	-0.350725679	0.001072257	Skin
2083	Skin_Unclassified_Ruminococcaceae	Methomyl	-0.347882433	0.001184713	Skin
2084	Skin_Unclassified_Neisseriaceae	Methomyl	0.328269354	0.002299776	Skin
2704	Nasal_Akkermansia	Methomyl	-0.319827071	0.003020389	Nasal
2705	Nasal_Unclassified_Ruminococcaceae	Methomyl	-0.314582511	0.003564046	Nasal
2706	Nasal_Blautia	Methomyl	-0.328696251	0.002267833	Nasal
2707	Nasal_Coprococcus	Methomyl	-0.305794328	0.004672951	Nasal
2708	Nasal_Ralstonia	Methomyl	-0.312091851	0.003851589	Nasal
1417	Oral_Schaalia	Methyl-4-hydroxybenzoate sulfate	0.326812585	0.002267597	Oral
748	Gut_Cuneatibacter	Methylimidazoleacetic acid	0.350307587	0.001788591	Gut
84	Gut_Ruminococcus2	Methylparaben	-0.40590988	0.000249674	Gut
2386	Nasal_Xanthomonas	Methylparaben	0.321738998	0.002841477	Nasal
553	Gut_Intestinimonas	MG(0:0/15:0/0:0)	-0.31387034	0.005439736	Gut
1434	Oral_Unclassified_Firmicutes	MG(0:0/15:0/0:0)	-0.303704826	0.004718766	Oral
2526	Nasal_Unclassified_Microbacteriaceae	MG(0:0/15:0/0:0)	0.304294342	0.004890186	Nasal
224	Gut_Anaerotignum	"MG(0:0/18:3(6Z,9Z,12Z)/0:0)"	0.315289973	0.005221782	Gut
229	Gut_Unclassified_Muribaculaceae	"MG(0:0/20:4(5Z,8Z,11Z,14Z)/0:0)"	0.422277869	0.000130543	Gut
230	Gut_Unclassified_Prevotellaceae	"MG(0:0/20:4(5Z,8Z,11Z,14Z)/0:0)"	0.312308168	0.005688838	Gut
231	Gut_Anaerofustis	"MG(0:0/20:4(5Z,8Z,11Z,14Z)/0:0)"	0.32228298	0.004257064	Gut
1805	Skin_Campylobacter	"MG(0:0/20:4(5Z,8Z,11Z,14Z)/0:0)"	0.31199915	0.00386268	Skin
1806	Skin_Aerococcus	"MG(0:0/20:4(5Z,8Z,11Z,14Z)/0:0)"	0.337545181	0.001689478	Skin
1807	Skin_Unclassified_Gp6	"MG(0:0/20:4(5Z,8Z,11Z,14Z)/0:0)"	0.306066144	0.004634516	Skin
2459	Nasal_Roseomonas	"MG(0:0/20:4(5Z,8Z,11Z,14Z)/0:0)"	0.343403868	0.001383671	Nasal
2460	Nasal_Facklamia	"MG(0:0/20:4(5Z,8Z,11Z,14Z)/0:0)"	0.31724529	0.003277974	Nasal
596	Gut_Anaeromassilibacillus	MG(0:0/24:0/0:0)	-0.326857353	0.003715067	Gut
597	Gut_Eisenbergiella	MG(0:0/24:0/0:0)	-0.333456018	0.003041392	Gut
598	Gut_Intestinimonas	MG(0:0/24:0/0:0)	-0.33913455	0.002551423	Gut
1448	Oral_Solobacterium	MG(0:0/24:0/0:0)	-0.302638265	0.004874481	Oral
1449	Oral_Eubacterium	MG(0:0/24:0/0:0)	-0.310259918	0.003855153	Oral
2534	Nasal_Eubacterium	MG(0:0/24:0/0:0)	-0.301471109	0.005323501	Nasal
2535	Nasal_Lancefieldella	MG(0:0/24:0/0:0)	-0.375065177	0.000439302	Nasal
149	Gut_Anaerobutyricum	MG(14:0/0:0/0:0)	0.313660024	0.005472701	Gut
215	Gut_Unclassified_Clostridiales	MG(16:0/0:0/0:0)	0.311109943	0.005886683	Gut
216	Gut_Unclassified_Erysipelotrichaceae	MG(16:0/0:0/0:0)	0.322624744	0.004214268	Gut
217	Gut_Anaerobutyricum	MG(16:0/0:0/0:0)	0.329801777	0.003399576	Gut
2449	Nasal_Devosia	MG(16:0/0:0/0:0)	0.303950106	0.004941287	Nasal
128	Gut_Anaerotignum	Mirtazapine	0.308323256	0.006370476	Gut
89	Gut_Oscillibacter	Monoisobutyl phthalic acid	0.307823755	0.006460804	Gut
90	Gut_Unclassified_Clostridiales	Monoisobutyl phthalic acid	0.320837058	0.00444243	Gut
91	Gut_Unclassified_Ruminococcaceae	Monoisobutyl phthalic acid	0.331536884	0.003225062	Gut
92	Gut_Unclassified_Erysipelotrichaceae	Monoisobutyl phthalic acid	0.322493296	0.004230682	Gut
93	Gut_Unclassified_Eggerthellaceae	Monoisobutyl phthalic acid	0.339187129	0.002547238	Gut
177	Gut_Akkermansia	Morphine	-0.321704611	0.004330369	Gut
178	Gut_Massiliimalia	Morphine	-0.326384142	0.003768133	Gut
2420	Nasal_Clostridium_sensu_stricto	Morphine	-0.315493728	0.003463736	Nasal
2421	Nasal_Devosia	Morphine	-0.31186753	0.003878475	Nasal
1476	Oral_Anaeroglobus	Morpholine	-0.303910025	0.004689319	Oral
1935	Skin_Pantoea	Morpholine	0.345106536	0.001304719	Skin
1133	Gut_Dysosmobacter	M-toluic Acid	0.357589779	0.001409061	Gut
1134	Gut_Neglecta	M-toluic Acid	0.352410747	0.001670492	Gut
604	Gut_Akkermansia	Mupirocin	-0.356564488	0.001457674	Gut
605	Gut_Anaerofilum	Mupirocin	-0.305696315	0.00685829	Gut
2536	Nasal_Clostridium_sensu_stricto	Mupirocin	-0.332300621	0.002013635	Nasal
1291	Gut_Streptococcus	Muramic acid	0.301645723	0.007674967	Gut
1292	Gut_Unclassified_Muribaculaceae	Muramic acid	0.313110003	0.005559747	Gut
1293	Gut_Clostridium_XVIII	Muramic acid	0.326857353	0.003715067	Gut
1294	Gut_Faecalimonas	Muramic acid	0.418265945	0.000153504	Gut
1295	Gut_Anaerofustis	Muramic acid	0.418029339	0.000154968	Gut
1700	Oral_Unclassified_Actinomycetaceae	Muramic acid	0.313526613	0.003479869	Oral
2328	Skin_Fusicatenibacter	Muramic acid	0.328210268	0.002304228	Skin
2329	Skin_Kocuria	Muramic acid	0.300637845	0.005457736	Skin
2330	Skin_Unclassified_Rhodobacteraceae	Muramic acid	0.30700773	0.00450354	Skin
2331	Skin_Curvibacter	Muramic acid	-0.308870653	0.004254063	Skin
2332	Skin_Nocardioides	Muramic acid	0.323742027	0.002664281	Skin
2333	Skin_Unclassified_Gp6	Muramic acid	0.349895464	0.001104048	Skin
2334	Skin_Pedobacter	Muramic acid	0.310510836	0.004044678	Skin
2335	Skin_Devosia	Muramic acid	0.334121363	0.001895246	Skin
2336	Skin_Daejeonella	Muramic acid	0.33509502	0.001834546	Skin
2337	Skin_Unclassified_Alphaproteobacteria	Muramic acid	0.307878444	0.004385361	Skin
2338	Skin_Dyadobacter	Muramic acid	0.313043566	0.00373936	Skin
2989	Nasal_Unclassified_Proteobacteria	Muramic acid	0.315947737	0.003414705	Nasal
2990	Nasal_Ottowia	Muramic acid	0.329696921	0.002194516	Nasal
2991	Nasal_Curvibacter	Muramic acid	-0.301965688	0.005245218	Nasal
2992	Nasal_Unclassified_Acetobacteraceae	Muramic acid	0.414449805	8.88E-05	Nasal
2993	Nasal_Altererythrobacter	Muramic acid	0.316079356	0.003400607	Nasal
2994	Nasal_Unclassified_Weeksellaceae	Muramic acid	0.30009264	0.005547181	Nasal
2995	Nasal_Unclassified_Chitinophagaceae	Muramic acid	-0.316079356	0.003400607	Nasal
2996	Nasal_Phenylobacterium	Muramic acid	0.356296004	0.000879574	Nasal
2997	Nasal_Unclassified_Gp6	Muramic acid	0.307270969	0.004467516	Nasal
1174	Gut_Dysosmobacter	myo-Inositol	0.354487618	0.001560814	Gut
1175	Gut_Lawsonibacter	myo-Inositol	0.329354856	0.00344587	Gut
2282	Skin_Cutibacterium	myo-Inositol	0.430616584	4.34E-05	Skin
455	Gut_Ruminococcus	Myristoleic acid	-0.300962196	0.007820892	Gut
988	Gut_Anaerostipes	N-(1-Deoxy-1-fructosyl)isoleucine	-0.327935223	0.003596671	Gut
989	Gut_Dorea	N-(1-Deoxy-1-fructosyl)isoleucine	-0.301645723	0.007674967	Gut
990	Gut_Unclassified_Clostridiales_Incertae_Sedis_XIII	N-(1-Deoxy-1-fructosyl)isoleucine	-0.339344866	0.002534719	Gut
1608	Oral_Rhizobium	N-(1-Deoxy-1-fructosyl)valine	-0.311608364	0.003696074	Oral
785	Gut_Akkermansia	N(6)-Methyllysine	0.359009412	0.001344169	Gut
1149	Gut_Turicibacter	N(6)-Methyllysine	0.337793785	0.002660251	Gut
1150	Gut_Ihubacter	N(6)-Methyllysine	0.306272675	0.006748533	Gut
1151	Gut_Catabacter	N(6)-Methyllysine	0.31965403	0.004599386	Gut
1665	Oral_Solobacterium	N(6)-Methyllysine	0.320715263	0.002766622	Oral
2075	Skin_Cellulomonas	N(6)-Methyllysine	0.303222671	0.005050836	Skin
2702	Nasal_Rhodococcus	N(6)-Methyllysine	0.349330255	0.001126178	Nasal
2907	Nasal_Capnocytophaga	N(6)-Methyllysine	-0.320036448	0.003000316	Nasal
810	Gut_Bilophila	n-[(2r)-1-Phenylpropan-2-yl]prop-2-yn-1-amine	-0.30232925	0.007531439	Gut
1375	Oral_Oribacterium	N-[4-(Benzylamino)-3-cyanoquinolin-2-yl]-4-methoxybenzamide	-0.34891538	0.001065223	Oral
1376	Oral_Catonella	N-[4-(Benzylamino)-3-cyanoquinolin-2-yl]-4-methoxybenzamide	-0.34797733	0.001101169	Oral
1809	Skin_Halomonas	N-[4-(Benzylamino)-3-cyanoquinolin-2-yl]-4-methoxybenzamide	-0.30932626	0.004194954	Skin
1607	Oral_Stomatobaculum	N2-gamma-Glutamylglutamine	0.336447137	0.001642334	Oral
2976	Nasal_Delftia	N2-gamma-Glutamylglutamine	-0.325861353	0.002487649	Nasal
1193	Gut_Parabacteroides	N6-Acetyl-L-lysine	0.374257322	0.000799047	Gut
1565	Oral_Anaeroglobus	N6-Acetyl-L-lysine	-0.315938616	0.003224087	Oral
879	Gut_Klebsiella	N-Acetyl-1-methylhistidine	-0.397736459	0.000340946	Gut
880	Gut_Romboutsia	N-Acetyl-1-methylhistidine	0.310032073	0.006069821	Gut
881	Gut_Intestinibacter	N-Acetyl-1-methylhistidine	0.323387139	0.004120173	Gut
882	Gut_Porphyromonas	N-Acetyl-1-methylhistidine	0.342291539	0.002310767	Gut
883	Gut_Turicibacter	N-Acetyl-1-methylhistidine	0.33966034	0.002509846	Gut
884	Gut_Citrobacter	N-Acetyl-1-methylhistidine	-0.336374152	0.002779995	Gut
885	Gut_Haemophilus	N-Acetyl-1-methylhistidine	0.353753837	0.001598799	Gut
886	Gut_Schaalia	N-Acetyl-1-methylhistidine	0.485014985	7.81E-06	Gut
887	Gut_Terrisporobacter	N-Acetyl-1-methylhistidine	0.355092276	0.001530127	Gut
888	Gut_Unclassified_Candidatus_Saccharibacteria	N-Acetyl-1-methylhistidine	0.373968137	0.000807159	Gut
889	Gut_Unclassified_Enterobacteriaceae	N-Acetyl-1-methylhistidine	-0.325150673	0.003909641	Gut
890	Gut_Bifidobacterium	N-Acetyl-1-methylhistidine	0.339373386	0.002532461	Gut
891	Gut_Coprobacillus	N-Acetyl-1-methylhistidine	0.374627837	0.000788762	Gut
892	Gut_Aminipila	N-Acetyl-1-methylhistidine	0.322230401	0.004263682	Gut
893	Gut_Fournierella	N-Acetyl-1-methylhistidine	-0.313318261	0.005526645	Gut
894	Gut_Unclassified_Peptococcaceae_1	N-Acetyl-1-methylhistidine	-0.32696466	0.003703126	Gut
1583	Oral_Delftia	N-Acetyl-1-methylhistidine	-0.304592535	0.004592549	Oral
1584	Oral_Unclassified_Bacillaceae_1	N-Acetyl-1-methylhistidine	0.31785381	0.003033111	Oral
1585	Oral_Rhizobium	N-Acetyl-1-methylhistidine	-0.320168067	0.002815897	Oral
1586	Oral_Schwartzia	N-Acetyl-1-methylhistidine	0.343466323	0.0012899	Oral
1587	Oral_Shuttleworthia	N-Acetyl-1-methylhistidine	-0.319983975	0.002832651	Oral
1588	Oral_Leptotrichia	N-Acetyl-1-methylhistidine	0.339085402	0.00150077	Oral
1589	Oral_Anaeroglobus	N-Acetyl-1-methylhistidine	0.373521465	0.000429827	Oral
2169	Skin_Lactococcus	N-Acetyl-1-methylhistidine	0.334676521	0.001860418	Skin
2170	Skin_Pelomonas	N-Acetyl-1-methylhistidine	-0.336296446	0.001762065	Skin
2171	Skin_Latilactobacillus	N-Acetyl-1-methylhistidine	0.342573656	0.001423714	Skin
2172	Skin_Unclassified_Actinobacteria	N-Acetyl-1-methylhistidine	0.310539638	0.004041085	Skin
2766	Nasal_Akkermansia	N-Acetyl-1-methylhistidine	0.300316901	0.005510233	Nasal
2767	Nasal_Paraprevotella	N-Acetyl-1-methylhistidine	0.305925948	0.004654305	Nasal
2768	Nasal_Unclassified_Ruminococcaceae	N-Acetyl-1-methylhistidine	0.324879264	0.002568149	Nasal
2769	Nasal_Fusicatenibacter	N-Acetyl-1-methylhistidine	0.300244509	0.005522136	Nasal
2770	Nasal_Ruminococcus2	N-Acetyl-1-methylhistidine	0.331885511	0.002041542	Nasal
2771	Nasal_Coprococcus	N-Acetyl-1-methylhistidine	0.30754589	0.004430168	Nasal
2772	Nasal_Romboutsia	N-Acetyl-1-methylhistidine	0.334821655	0.001851409	Nasal
2773	Nasal_Mediterraneibacter	N-Acetyl-1-methylhistidine	0.312758493	0.003772666	Nasal
2774	Nasal_Dorea	N-Acetyl-1-methylhistidine	0.316050583	0.003403684	Nasal
2775	Nasal_Holdemanella	N-Acetyl-1-methylhistidine	0.336612011	0.00174346	Nasal
2776	Nasal_Sphingomonas	N-Acetyl-1-methylhistidine	0.365600543	0.000626725	Nasal
2777	Nasal_Deinococcus	N-Acetyl-1-methylhistidine	0.31390416	0.003640397	Nasal
272	Gut_Unclassified_Ruminococcaceae	N-Acetylarylamine	0.332851359	0.003098226	Gut
273	Gut_Anaerotignum	N-Acetylarylamine	-0.413691572	0.000184197	Gut
274	Gut_Unclassified_Clostridia	N-Acetylarylamine	0.310310152	0.006022099	Gut
1282	Gut_Anaerobutyricum	N-Acetyl-D-Glucosamine 6-Phosphate	0.316867343	0.004988707	Gut
1283	Gut_Negativibacillus	N-Acetyl-D-Glucosamine 6-Phosphate	0.312450707	0.005665698	Gut
2981	Nasal_Peptoniphilus	N-Acetyl-D-Glucosamine 6-Phosphate	-0.318295029	0.003170962	Nasal
2982	Nasal_Finegoldia	N-Acetyl-D-Glucosamine 6-Phosphate	-0.314550544	0.003567612	Nasal
2983	Nasal_Negativicoccus	N-Acetyl-D-Glucosamine 6-Phosphate	-0.310136226	0.004091674	Nasal
1192	Gut_Negativibacillus	N-Acetylglutamine	0.311556864	0.00581219	Gut
2283	Skin_Porphyromonas	N-Acetylglutamine	-0.328520806	0.002280912	Skin
2927	Nasal_Corynebacterium	N-Acetylglutamine	-0.320157943	0.002988724	Nasal
2928	Nasal_Paracoccus	N-Acetylglutamine	-0.30703655	0.004499583	Nasal
853	Gut_Holdemanella	N-Acetylhistidine	-0.348230717	0.001912539	Gut
854	Gut_Cuneatibacter	N-Acetylhistidine	0.343025396	0.00225783	Gut
855	Gut_Agathobaculum	N-Acetylhistidine	-0.389505232	0.000462903	Gut
1570	Oral_Haemophilus	N-Acetylhistidine	-0.336564393	0.001635794	Oral
1571	Oral_Solobacterium	N-Acetylhistidine	0.307211257	0.004237522	Oral
2747	Nasal_Escherichia/Shigella	N-Acetylhistidine	0.321222645	0.002888835	Nasal
2748	Nasal_Paracoccus	N-Acetylhistidine	-0.343322871	0.001387532	Nasal
1501	Oral_Granulicatella	N-Acetylimidazole	0.306683604	0.004307026	Oral
2703	Nasal_Finegoldia	N-Acetylthreonine	0.370701482	0.000518193	Nasal
2262	Skin_Unclassified_Bacillales	N-Acetylvaline	-0.344205448	0.001345979	Skin
2263	Skin_Aeribacillus	N-Acetylvaline	-0.323612046	0.002675472	Skin
917	Gut_Phascolarctobacterium	N-alpha-Acetyl-L-lysine	0.34278879	0.002274778	Gut
918	Gut_Negativibacillus	N-alpha-Acetyl-L-lysine	0.325700615	0.003845976	Gut
2183	Skin_Stenotrophomonas	N-alpha-Acetyl-L-lysine	0.320097196	0.002994515	Skin
2783	Nasal_Enhydrobacter	N-alpha-Acetyl-L-lysine	-0.315046649	0.003512632	Nasal
457	Gut_Anaerobutyricum	Naproxen	0.305378832	0.006919417	Gut
2500	Nasal_Unclassified_Alphaproteobacteria	Naproxen	0.356468123	0.000874157	Nasal
1695	Oral_Oribacterium	Naringenin	-0.327848349	0.002191377	Oral
1335	Oral_Unclassified_Neisseriaceae	Neocuproine	0.378854798	0.000349681	Oral
1732	Skin_Paracoccus	Neocuproine	-0.314832439	0.003536278	Skin
1164	Gut_Unclassified_Lachnospiraceae	N-Formyl-L-methionine	0.304747884	0.007042324	Gut
2912	Nasal_Deinococcus	N-Formyl-L-methionine	-0.302929057	0.005095659	Nasal
26	Gut_Clostridium_IV	Niacinamide	-0.301540565	0.007697261	Gut
27	Gut_Unclassified_Clostridiales	Niacinamide	-0.323912929	0.004056374	Gut
1701	Oral_Oribacterium	Nilutamide	-0.344107876	0.001261383	Oral
688	Gut_Agathobacter	N-Methylalanine	0.333981808	0.002992731	Gut
689	Gut_Holdemania	N-Methylalanine	0.38748094	0.000498455	Gut
690	Gut_Allisonella	N-Methylalanine	0.30650928	0.006703926	Gut
1499	Oral_Granulicatella	N-Methylalanine	-0.305745554	0.004433096	Oral
731	Gut_Neglecta	N-Methyl-L-proline	-0.300988485	0.007815235	Gut
732	Gut_Anaerobutyricum	N-Methyl-L-proline	-0.311215101	0.00586908	Gut
733	Gut_Negativibacillus	N-Methyl-L-proline	-0.377017719	0.000725264	Gut
734	Gut_Schaalia	N-Methyl-L-proline	-0.334192124	0.002973462	Gut
735	Gut_Unclassified_Clostridiales_Incertae_Sedis_XIII	N-Methyl-L-proline	-0.370182449	0.000920482	Gut
736	Gut_Unclassified_Candidatus_Saccharibacteria	N-Methyl-L-proline	-0.369025711	0.000957883	Gut
303	Gut_Parabacteroides	N-Methyltyramine	-0.326699616	0.003732681	Gut
707	Gut_Neglecta	N-Nitrosomorpholine	0.300042063	0.008021173	Gut
708	Gut_Unclassified_Clostridiales_Incertae_Sedis_XIII	N-Nitrosomorpholine	0.324333561	0.004005968	Gut
1506	Oral_Anaeroglobus	N-Nitrosomorpholine	-0.31240137	0.003605282	Oral
2414	Nasal_Paenibacillus	Nonanoylcarnitine	0.302654159	0.005137945	Nasal
2829	Nasal_Finegoldia	Norfloxacin	0.333463265	0.001937293	Nasal
2830	Nasal_Campylobacter	Norfloxacin	0.329452263	0.002212241	Nasal
2831	Nasal_Phyllobacterium	Norfloxacin	-0.303587158	0.004995679	Nasal
1536	Oral_Acinetobacter	Nudifloramide	-0.313067355	0.003530577	Oral
146	Gut_Oscillibacter	Octadecanamide	0.306246385	0.006753505	Gut
147	Gut_Unclassified_Clostridiales	Octadecanamide	0.37383669	0.000810871	Gut
148	Gut_Terrisporobacter	Octadecanamide	-0.321704611	0.004330369	Gut
549	Gut_Subdoligranulum	Octadecanedioic acid	0.334139545	0.002978269	Gut
550	Gut_Intestinimonas	Octadecanedioic acid	-0.435958778	7.40E-05	Gut
551	Gut_Lactococcus	Octadecanedioic acid	-0.300622408	0.007894335	Gut
552	Gut_Unclassified_Bacteroidetes	Octadecanedioic acid	-0.33824293	0.002623341	Gut
2525	Nasal_Lancefieldella	Octadecanedioic acid	-0.313487463	0.003688019	Nasal
232	Gut_Phocaeicola	Octaethylene glycol	-0.310689311	0.005957563	Gut
233	Gut_Unclassified_Proteobacteria	Octaethylene glycol	0.308533572	0.006332777	Gut
234	Gut_Intestinimonas	Octaethylene glycol	0.437378411	6.96E-05	Gut
1374	Oral_Unclassified_Neisseriaceae	Octaethylene glycol	0.333535275	0.001812491	Oral
1808	Skin_Brucella	Octaethylene glycol	-0.306876111	0.004521648	Skin
2461	Nasal_Eubacterium	Octaethylene glycol	0.305166601	0.004762796	Nasal
2462	Nasal_Mogibacterium	Octaethylene glycol	0.300732011	0.005442418	Nasal
1351	Oral_Granulicatella	Oleamide	-0.327906977	0.002187133	Oral
2311	Skin_Flavobacterium	O-methoxycatechol-O-sulphate	0.311118311	0.00396949	Skin
2258	Skin_Pseudomonas	O-Phosphoethanolamine	0.318517769	0.003148662	Skin
2259	Skin_Herbaspirillum	O-Phosphoethanolamine	-0.31762681	0.003238714	Skin
1145	Gut_Eisenbergiella	ortho-Hydroxyphenylacetic acid	0.372969136	0.000835761	Gut
2906	Nasal_Lancefieldella	ortho-Hydroxyphenylacetic acid	0.315765494	0.003434311	Nasal
1202	Gut_Agathobacter	O-Succinyl-L-homoserine	-0.323912929	0.004056374	Gut
1203	Gut_Klebsiella	O-Succinyl-L-homoserine	0.358827743	0.001352319	Gut
1204	Gut_Unclassified_Erysipelotrichaceae	O-Succinyl-L-homoserine	0.328960513	0.003487183	Gut
1205	Gut_Citrobacter	O-Succinyl-L-homoserine	0.303696304	0.007251439	Gut
1206	Gut_Haemophilus	O-Succinyl-L-homoserine	-0.412458676	0.000193386	Gut
1207	Gut_Schaalia	O-Succinyl-L-homoserine	-0.346811084	0.002001654	Gut
1208	Gut_Cloacibacillus	O-Succinyl-L-homoserine	0.348916537	0.00187078	Gut
1209	Gut_Senegalimassilia	O-Succinyl-L-homoserine	-0.414217362	0.000180402	Gut
1210	Gut_Unclassified_Enterobacteriaceae	O-Succinyl-L-homoserine	0.361851056	0.001222325	Gut
1211	Gut_Unclassified_Bacteroidetes	O-Succinyl-L-homoserine	0.312689368	0.00562714	Gut
1212	Gut_Hydrogeniiclostridium	O-Succinyl-L-homoserine	0.348914244	0.001870918	Gut
1213	Gut_Acetivibrio	O-Succinyl-L-homoserine	0.398209673	0.000334924	Gut
1214	Gut_Holdemania	O-Succinyl-L-homoserine	-0.310452705	0.005997763	Gut
1685	Oral_Cutibacterium	O-Succinyl-L-homoserine	-0.429101178	4.17E-05	Oral
1686	Oral_Staphylococcus	O-Succinyl-L-homoserine	-0.35331594	0.000910402	Oral
1687	Oral_Corynebacterium	O-Succinyl-L-homoserine	-0.300293141	0.005233012	Oral
1688	Oral_Unclassified_Bacillaceae_1	O-Succinyl-L-homoserine	-0.349503369	0.001043238	Oral
1689	Oral_Sphingomonas	O-Succinyl-L-homoserine	-0.310165235	0.003866549	Oral
1690	Oral_Schwartzia	O-Succinyl-L-homoserine	-0.303383852	0.004765155	Oral
2289	Skin_Phocaeicola	O-Succinyl-L-homoserine	0.34243538	0.001430484	Skin
2290	Skin_Unclassified_Pasteurellaceae	O-Succinyl-L-homoserine	-0.301186095	0.005369083	Skin
2291	Skin_Ruminococcus	O-Succinyl-L-homoserine	-0.306005396	0.004643082	Skin
2292	Skin_Faecalibacterium	O-Succinyl-L-homoserine	-0.307259289	0.004469109	Skin
2293	Skin_Collinsella	O-Succinyl-L-homoserine	0.336806083	0.001732107	Skin
2294	Skin_Bifidobacterium	O-Succinyl-L-homoserine	0.39889034	0.000171023	Skin
2295	Skin_Parvimonas	O-Succinyl-L-homoserine	-0.324228004	0.002622813	Skin
2296	Skin_Ruminococcus2	O-Succinyl-L-homoserine	-0.36928591	0.000546444	Skin
2297	Skin_Dorea	O-Succinyl-L-homoserine	-0.43653373	3.31E-05	Skin
